codigo,nome,preco,estoque
1834,Jaqueta_1834,110.35,45
1835,Bermuda_1835,486.29,92
1836,Relogio_1836,581.07,21
1837,Bermuda_1837,779.97,81
1838,Mochila_1838,303.72,65
1839,Meia_1839,165.21,94
1840,Oculos_1840,784.2,3
1841,Mochila_1841,802.39,62
1842,Mochila_1842,867.48,93
1843,Camisa_1843,637.98,81
1844,Jaqueta_1844,794.73,72
1845,Oculos_1845,507.74,74
1846,Bone_1846,281.66,28
1847,Relogio_1847,145.94,85
1848,Jaqueta_1848,935.91,28
1849,Camisa_1849,551.58,100
1850,Tenis_1850,708.11,8
1851,Tenis_1851,839.81,35
1852,Calca_1852,413.78,99
1853,Bermuda_1853,828.31,88
1854,Mochila_1854,540.91,86
1855,Mochila_1855,38.42,27
1856,Meia_1856,285.07,4
1857,Camisa_1857,68.89,37
1858,Bermuda_1858,695.98,79
1859,Oculos_1859,587.8,78
1860,Bone_1860,81.48,2
1861,Bermuda_1861,144.38,16
1862,Calca_1862,889.25,13
1863,Jaqueta_1863,635.36,43
1864,Bermuda_1864,179.22,17
1865,Meia_1865,56.5,48
1866,Mochila_1866,462.25,36
1867,Bermuda_1867,222.34,80
1868,Bermuda_1868,498.1,68
1869,Meia_1869,108.28,44
1870,Meia_1870,134.89,35
1871,Relogio_1871,756.73,30
1872,Bermuda_1872,266.1,48
1873,Tenis_1873,399.76,11
1874,Calca_1874,699.6,12
1875,Camisa_1875,191.03,43
1876,Calca_1876,562.13,95
1877,Tenis_1877,12.74,51
1878,Tenis_1878,948.51,82
1879,Relogio_1879,821.21,4
1880,Oculos_1880,308.38,13
1881,Meia_1881,240.87,8
1882,Relogio_1882,751.72,58
1883,Calca_1883,240.35,14
1884,Relogio_1884,364.11,63
1885,Meia_1885,490.93,42
1886,Tenis_1886,630.88,40
1887,Bermuda_1887,976.64,93
1888,Camisa_1888,626.08,18
1889,Jaqueta_1889,712.8,79
1890,Oculos_1890,611.66,65
1891,Mochila_1891,471.31,2
1892,Oculos_1892,293.42,17
1893,Bermuda_1893,684.28,49
1894,Jaqueta_1894,612.06,95
1895,Tenis_1895,29.08,66
1896,Camisa_1896,309.58,8
1897,Bermuda_1897,52.78,40
1898,Jaqueta_1898,638.91,99
1899,Relogio_1899,229.33,82
1900,Jaqueta_1900,450.36,85
1901,Meia_1901,199.65,30
1902,Bermuda_1902,35.18,1
1903,Bermuda_1903,80.39,79
1904,Bone_1904,823.26,91
1905,Camisa_1905,884.53,49
1906,Jaqueta_1906,310.79,63
1907,Oculos_1907,20.09,33
1908,Bermuda_1908,658.37,30
1909,Calca_1909,89.29,85
1910,Camisa_1910,709.53,99
1911,Calca_1911,360.69,99
1912,Meia_1912,669.8,73
1913,Camisa_1913,351.84,84
1914,Calca_1914,363.2,21
1915,Camisa_1915,119.24,8
1916,Camisa_1916,662.79,52
1917,Meia_1917,665.84,79
1918,Jaqueta_1918,967.06,70
1919,Tenis_1919,481.25,78
1920,Oculos_1920,167.24,48
1921,Relogio_1921,763.21,73
1922,Tenis_1922,873.47,36
1923,Bone_1923,477.2,35
1924,Tenis_1924,32.53,72
1925,Calca_1925,879.48,99
1926,Tenis_1926,902.65,86
1927,Calca_1927,877.48,18
1928,Bermuda_1928,142.88,64
1929,Bermuda_1929,935.36,81
1930,Calca_1930,913.06,35
1931,Oculos_1931,171.48,3
1932,Bone_1932,671.71,3
1933,Bermuda_1933,853.02,14
1934,Calca_1934,442.34,82
1935,Jaqueta_1935,53.78,44
1936,Relogio_1936,964.19,42
1937,Relogio_1937,759.0,92
1938,Bone_1938,176.76,55
1939,Bone_1939,213.56,67
1940,Relogio_1940,277.43,6
1941,Meia_1941,359.65,63
1942,Relogio_1942,649.9,53
1943,Meia_1943,256.8,94
1944,Tenis_1944,65.78,72
1945,Mochila_1945,504.83,11
1946,Relogio_1946,186.93,98
1947,Mochila_1947,349.42,57
1948,Meia_1948,575.71,97
1949,Bone_1949,504.76,2
1950,Relogio_1950,682.33,73
1951,Meia_1951,654.8,82
1952,Calca_1952,336.54,4
1953,Bermuda_1953,56.81,39
1954,Meia_1954,463.16,4
1955,Meia_1955,342.37,60
1956,Bermuda_1956,221.34,87
1957,Bone_1957,203.76,94
1958,Bone_1958,980.98,28
1959,Oculos_1959,756.65,58
1960,Relogio_1960,400.9,44
1961,Oculos_1961,779.25,95
1962,Relogio_1962,587.95,71
1963,Jaqueta_1963,128.95,19
1964,Mochila_1964,885.3,79
1965,Bermuda_1965,101.56,56
1966,Camisa_1966,329.39,63
1967,Bone_1967,845.99,42
1968,Meia_1968,320.84,64
1969,Meia_1969,883.9,76
1970,Camisa_1970,916.42,63
1971,Tenis_1971,516.72,82
1972,Tenis_1972,417.86,13
1973,Camisa_1973,306.9,27
1974,Jaqueta_1974,520.9,78
1975,Jaqueta_1975,139.22,51
1976,Bermuda_1976,587.55,18
1977,Bone_1977,459.99,41
1978,Bermuda_1978,350.06,90
1979,Tenis_1979,652.68,50
1980,Calca_1980,428.74,66
1981,Meia_1981,414.67,82
1982,Tenis_1982,841.49,14
1983,Relogio_1983,893.87,52
1984,Tenis_1984,152.57,36
1985,Camisa_1985,962.09,69
1986,Calca_1986,592.79,54
1987,Jaqueta_1987,936.63,17
1988,Relogio_1988,116.96,9
1989,Bermuda_1989,598.57,24
1990,Calca_1990,47.01,3
1991,Relogio_1991,783.92,26
1992,Bermuda_1992,17.73,30
1993,Jaqueta_1993,272.3,59
1994,Meia_1994,909.72,95
1995,Jaqueta_1995,110.6,41
1996,Jaqueta_1996,887.88,23
1997,Calca_1997,399.92,45
1998,Meia_1998,729.62,68
1999,Relogio_1999,936.99,69
2000,Calca_2000,102.78,11
2001,Tenis_2001,608.24,97
2002,Relogio_2002,172.33,46
2003,Relogio_2003,388.62,91
2004,Jaqueta_2004,267.33,46
2005,Meia_2005,610.03,28
2006,Camisa_2006,140.81,76
2007,Mochila_2007,936.6,56
2008,Jaqueta_2008,825.46,80
2009,Meia_2009,793.83,6
2010,Bermuda_2010,425.81,39
2011,Calca_2011,99.62,39
2012,Tenis_2012,216.99,32
2013,Bone_2013,424.4,38
2014,Bermuda_2014,860.15,11
2015,Bone_2015,110.79,52
2016,Meia_2016,724.36,92
2017,Meia_2017,775.85,55
2018,Jaqueta_2018,332.25,20
2019,Mochila_2019,634.13,60
2020,Tenis_2020,129.2,8
2021,Jaqueta_2021,348.84,26
2022,Relogio_2022,157.0,31
2023,Calca_2023,783.76,48
2024,Bermuda_2024,305.61,78
2025,Meia_2025,618.31,89
2026,Calca_2026,338.3,94
2027,Oculos_2027,14.82,46
2028,Relogio_2028,15.48,46
2029,Oculos_2029,285.55,58
2030,Relogio_2030,954.55,96
2031,Bermuda_2031,68.41,63
2032,Meia_2032,556.58,39
2033,Camisa_2033,303.09,75
2034,Tenis_2034,448.99,62
2035,Camisa_2035,401.79,81
2036,Mochila_2036,417.41,67
2037,Jaqueta_2037,966.33,72
2038,Camisa_2038,119.41,86
2039,Jaqueta_2039,170.75,10
2040,Jaqueta_2040,418.74,57
2041,Oculos_2041,828.88,35
2042,Camisa_2042,823.82,67
2043,Relogio_2043,113.25,25
2044,Calca_2044,98.69,48
2045,Bone_2045,285.5,36
2046,Relogio_2046,663.77,19
2047,Tenis_2047,225.63,10
2048,Bone_2048,587.13,20
2049,Meia_2049,631.05,86
2050,Oculos_2050,470.91,63
2051,Relogio_2051,912.03,68
2052,Oculos_2052,551.69,14
2053,Camisa_2053,118.12,36
2054,Jaqueta_2054,574.09,55
2055,Oculos_2055,361.18,64
2056,Oculos_2056,158.23,49
2057,Relogio_2057,286.8,42
2058,Camisa_2058,693.47,73
2059,Mochila_2059,78.22,34
2060,Camisa_2060,99.55,3
2061,Bone_2061,958.81,17
2062,Jaqueta_2062,912.31,76
2063,Mochila_2063,503.91,60
2064,Camisa_2064,84.51,24
2065,Jaqueta_2065,576.85,65
2066,Meia_2066,377.3,1
2067,Meia_2067,705.8,41
2068,Meia_2068,595.03,79
2069,Camisa_2069,641.19,95
2070,Mochila_2070,474.87,2
2071,Camisa_2071,982.03,51
2072,Oculos_2072,884.86,73
2073,Jaqueta_2073,516.44,9
2074,Tenis_2074,287.06,68
2075,Tenis_2075,827.22,1
2076,Oculos_2076,451.89,19
2077,Oculos_2077,770.93,45
2078,Mochila_2078,877.48,2
2079,Tenis_2079,418.09,6
2080,Oculos_2080,997.87,43
2081,Meia_2081,278.73,12
2082,Camisa_2082,547.45,2
2083,Relogio_2083,223.56,92
2084,Meia_2084,881.38,19
2085,Mochila_2085,142.29,80
2086,Mochila_2086,572.46,14
2087,Calca_2087,718.81,95
2088,Mochila_2088,965.41,3
2089,Camisa_2089,675.71,46
2090,Relogio_2090,530.76,96
2091,Relogio_2091,588.62,29
2092,Bone_2092,529.54,20
2093,Relogio_2093,842.89,35
2094,Oculos_2094,302.3,59
2095,Relogio_2095,192.8,26
2096,Bermuda_2096,355.22,33
2097,Meia_2097,284.48,23
2098,Oculos_2098,676.08,72
2099,Bermuda_2099,520.7,97
2100,Mochila_2100,857.42,10
2101,Calca_2101,18.66,22
2102,Jaqueta_2102,22.3,10
2103,Calca_2103,49.16,37
2104,Camisa_2104,769.64,77
2105,Calca_2105,25.48,58
2106,Tenis_2106,230.46,65
2107,Jaqueta_2107,391.99,75
2108,Bermuda_2108,172.01,92
2109,Bone_2109,331.01,66
2110,Bermuda_2110,469.89,19
2111,Bone_2111,336.8,93
2112,Jaqueta_2112,599.68,75
2113,Mochila_2113,249.85,52
2114,Calca_2114,619.04,66
2115,Meia_2115,480.1,38
2116,Mochila_2116,487.64,77
2117,Jaqueta_2117,204.71,64
2118,Camisa_2118,40.29,83
2119,Camisa_2119,994.9,76
2120,Calca_2120,326.72,82
2121,Bermuda_2121,701.56,24
2122,Bone_2122,761.47,17
2123,Relogio_2123,508.84,57
2124,Meia_2124,294.78,59
2125,Bone_2125,222.75,90
2126,Tenis_2126,495.72,43
2127,Jaqueta_2127,177.73,35
2128,Jaqueta_2128,774.91,73
2129,Calca_2129,751.64,24
2130,Calca_2130,853.92,27
2131,Mochila_2131,393.78,44
2132,Camisa_2132,146.62,57
2133,Bermuda_2133,272.29,86
2134,Camisa_2134,468.09,50
2135,Tenis_2135,979.54,17
2136,Tenis_2136,382.12,26
2137,Camisa_2137,777.25,24
2138,Meia_2138,369.22,76
2139,Tenis_2139,361.6,51
2140,Tenis_2140,983.91,61
2141,Bone_2141,626.64,58
2142,Jaqueta_2142,287.41,78
2143,Meia_2143,19.63,49
2144,Mochila_2144,194.61,54
2145,Bermuda_2145,195.55,43
2146,Tenis_2146,501.5,49
2147,Bone_2147,573.03,85
2148,Bone_2148,465.1,53
2149,Tenis_2149,886.44,13
2150,Bone_2150,355.31,41
2151,Bermuda_2151,962.43,20
2152,Mochila_2152,401.59,18
2153,Camisa_2153,245.46,43
2154,Calca_2154,728.93,30
2155,Meia_2155,122.03,40
2156,Calca_2156,884.52,37
2157,Oculos_2157,861.64,73
2158,Calca_2158,859.26,2
2159,Tenis_2159,365.55,78
2160,Bone_2160,31.44,2
2161,Bone_2161,133.15,57
2162,Jaqueta_2162,387.39,11
2163,Bermuda_2163,817.25,85
2164,Calca_2164,919.83,80
2165,Tenis_2165,966.05,53
2166,Mochila_2166,391.25,100
2167,Oculos_2167,740.99,84
2168,Tenis_2168,108.02,60
2169,Tenis_2169,919.67,40
2170,Calca_2170,40.93,81
2171,Bermuda_2171,943.59,22
2172,Bone_2172,105.56,3
2173,Calca_2173,318.95,4
2174,Mochila_2174,201.04,64
2175,Camisa_2175,781.56,66
2176,Oculos_2176,20.86,47
2177,Bone_2177,735.92,11
2178,Bermuda_2178,94.96,9
2179,Jaqueta_2179,72.41,30
2180,Tenis_2180,873.28,18
2181,Oculos_2181,702.86,28
2182,Mochila_2182,414.77,69
2183,Camisa_2183,212.07,74
2184,Camisa_2184,996.62,74
2185,Jaqueta_2185,207.6,35
2186,Bermuda_2186,822.76,12
2187,Bone_2187,747.61,41
2188,Mochila_2188,462.19,84
2189,Bone_2189,149.8,71
2190,Jaqueta_2190,147.44,70
2191,Calca_2191,766.18,71
2192,Camisa_2192,498.5,78
2193,Bermuda_2193,68.25,52
2194,Bone_2194,776.74,99
2195,Mochila_2195,692.87,76
2196,Jaqueta_2196,301.86,47
2197,Calca_2197,205.61,80
2198,Tenis_2198,956.33,46
2199,Bermuda_2199,197.55,75
2200,Tenis_2200,517.35,91
2201,Meia_2201,250.17,67
2202,Jaqueta_2202,244.83,1
2203,Tenis_2203,49.55,12
2204,Camisa_2204,843.23,8
2205,Meia_2205,296.59,24
2206,Meia_2206,939.77,55
2207,Calca_2207,608.63,59
2208,Oculos_2208,855.93,97
2209,Jaqueta_2209,975.58,59
2210,Calca_2210,450.88,43
2211,Oculos_2211,680.99,23
2212,Relogio_2212,929.41,38
2213,Calca_2213,952.99,21
2214,Tenis_2214,859.59,48
2215,Tenis_2215,512.38,92
2216,Bone_2216,730.21,85
2217,Bone_2217,458.38,7
2218,Camisa_2218,834.22,53
2219,Meia_2219,811.25,52
2220,Bermuda_2220,827.7,53
2221,Meia_2221,233.95,13
2222,Camisa_2222,901.95,84
2223,Meia_2223,771.01,63
2224,Tenis_2224,149.28,3
2225,Bermuda_2225,252.03,3
2226,Relogio_2226,415.57,61
2227,Calca_2227,480.77,55
2228,Relogio_2228,782.75,10
2229,Camisa_2229,664.14,96
2230,Mochila_2230,492.43,54
2231,Bermuda_2231,659.23,56
2232,Calca_2232,665.84,46
2233,Relogio_2233,147.01,34
2234,Relogio_2234,429.49,57
2235,Camisa_2235,821.67,62
2236,Camisa_2236,192.96,24
2237,Camisa_2237,255.2,60
2238,Bone_2238,92.51,62
2239,Meia_2239,499.85,23
2240,Bone_2240,723.15,75
2241,Tenis_2241,118.69,26
2242,Bermuda_2242,567.33,98
2243,Oculos_2243,541.85,46
2244,Bermuda_2244,185.02,34
2245,Camisa_2245,160.79,84
2246,Mochila_2246,493.36,69
2247,Oculos_2247,259.55,9
2248,Tenis_2248,60.02,73
2249,Camisa_2249,555.35,21
2250,Meia_2250,79.2,41
2251,Jaqueta_2251,802.8,20
2252,Bermuda_2252,352.59,83
2253,Calca_2253,651.9,14
2254,Calca_2254,243.69,40
2255,Tenis_2255,274.83,55
2256,Mochila_2256,570.33,7
2257,Meia_2257,874.44,17
2258,Bermuda_2258,351.08,83
2259,Calca_2259,414.93,21
2260,Oculos_2260,884.48,9
2261,Bone_2261,711.1,45
2262,Bermuda_2262,841.23,17
2263,Tenis_2263,933.74,63
2264,Jaqueta_2264,708.09,67
2265,Jaqueta_2265,973.92,82
2266,Relogio_2266,321.55,90
2267,Camisa_2267,577.05,66
2268,Camisa_2268,385.51,53
2269,Bermuda_2269,529.35,29
2270,Oculos_2270,269.01,35
2271,Relogio_2271,860.52,82
2272,Oculos_2272,284.98,66
2273,Jaqueta_2273,970.43,84
2274,Calca_2274,397.72,2
2275,Jaqueta_2275,236.49,71
2276,Relogio_2276,25.33,48
2277,Mochila_2277,619.89,88
2278,Jaqueta_2278,370.72,35
2279,Mochila_2279,234.44,55
2280,Tenis_2280,971.88,15
2281,Bermuda_2281,323.44,88
2282,Relogio_2282,267.52,80
2283,Meia_2283,843.9,56
2284,Tenis_2284,334.82,83
2285,Relogio_2285,735.57,44
2286,Relogio_2286,94.85,67
2287,Relogio_2287,565.77,47
2288,Jaqueta_2288,910.67,17
2289,Oculos_2289,411.05,4
2290,Bone_2290,748.71,52
2291,Meia_2291,247.95,96
2292,Meia_2292,24.81,5
2293,Tenis_2293,590.59,16
2294,Bermuda_2294,795.91,21
2295,Jaqueta_2295,570.38,32
2296,Bone_2296,362.06,33
2297,Relogio_2297,75.18,98
2298,Jaqueta_2298,909.16,39
2299,Tenis_2299,588.75,4
2300,Mochila_2300,943.86,75
2301,Calca_2301,525.15,44
2302,Bone_2302,60.48,6
2303,Tenis_2303,630.34,31
2304,Calca_2304,167.5,37
2305,Calca_2305,568.41,77
2306,Meia_2306,171.57,53
2307,Mochila_2307,637.85,92
2308,Camisa_2308,875.64,27
2309,Mochila_2309,283.35,18
2310,Camisa_2310,131.88,5
2311,Relogio_2311,243.04,56
2312,Relogio_2312,369.29,14
2313,Calca_2313,82.1,54
2314,Meia_2314,772.45,87
2315,Oculos_2315,113.28,46
2316,Mochila_2316,381.95,49
2317,Calca_2317,119.73,7
2318,Tenis_2318,68.04,29
2319,Relogio_2319,234.53,33
2320,Oculos_2320,957.4,14
2321,Tenis_2321,321.0,39
2322,Tenis_2322,213.48,32
2323,Camisa_2323,477.97,70
2324,Bone_2324,888.37,57
2325,Jaqueta_2325,800.38,76
2326,Camisa_2326,643.95,55
2327,Tenis_2327,366.08,17
2328,Bone_2328,561.56,31
2329,Camisa_2329,192.81,32
2330,Calca_2330,53.99,45
2331,Oculos_2331,338.11,94
2332,Calca_2332,258.09,3
2333,Jaqueta_2333,946.75,75
2334,Calca_2334,816.33,49
2335,Oculos_2335,549.56,84
2336,Bone_2336,654.51,71
2337,Mochila_2337,320.07,51
2338,Camisa_2338,93.68,9
2339,Jaqueta_2339,821.68,14
2340,Mochila_2340,840.69,6
2341,Camisa_2341,56.94,45
2342,Mochila_2342,251.21,36
2343,Meia_2343,301.05,43
2344,Oculos_2344,685.27,11
2345,Bone_2345,383.85,95
2346,Bone_2346,285.53,61
2347,Tenis_2347,413.56,62
2348,Mochila_2348,422.34,2
2349,Relogio_2349,60.12,40
2350,Bone_2350,709.68,87
2351,Meia_2351,136.88,62
2352,Calca_2352,63.76,41
2353,Mochila_2353,92.42,57
2354,Oculos_2354,998.58,5
2355,Calca_2355,665.93,72
2356,Calca_2356,652.95,85
2357,Tenis_2357,255.74,79
2358,Bone_2358,198.17,8
2359,Bone_2359,291.22,96
2360,Calca_2360,641.72,90
2361,Tenis_2361,438.46,96
2362,Mochila_2362,771.58,44
2363,Calca_2363,795.27,73
2364,Calca_2364,83.79,78
2365,Relogio_2365,479.53,62
2366,Bermuda_2366,178.38,61
2367,Bone_2367,698.23,9
2368,Tenis_2368,956.46,88
2369,Meia_2369,452.89,19
2370,Mochila_2370,518.47,24
2371,Camisa_2371,782.33,22
2372,Oculos_2372,273.84,90
2373,Mochila_2373,402.19,43
2374,Mochila_2374,667.58,29
2375,Relogio_2375,23.11,48
2376,Oculos_2376,768.23,47
2377,Relogio_2377,110.24,96
2378,Oculos_2378,952.18,72
2379,Calca_2379,228.23,6
2380,Bermuda_2380,248.05,88
2381,Bone_2381,26.76,14
2382,Meia_2382,864.01,61
2383,Oculos_2383,757.85,99
2384,Mochila_2384,922.4,40
2385,Bone_2385,900.38,68
2386,Bermuda_2386,484.03,33
2387,Bermuda_2387,57.16,66
2388,Mochila_2388,465.56,78
2389,Tenis_2389,447.37,67
2390,Tenis_2390,87.3,22
2391,Tenis_2391,948.94,42
2392,Calca_2392,640.05,47
2393,Oculos_2393,438.03,28
2394,Calca_2394,122.99,62
2395,Tenis_2395,498.43,48
2396,Relogio_2396,223.79,21
2397,Calca_2397,455.65,4
2398,Jaqueta_2398,879.62,84
2399,Oculos_2399,99.84,66
2400,Bermuda_2400,321.81,96
2401,Relogio_2401,217.85,22
2402,Relogio_2402,828.99,95
2403,Calca_2403,125.35,83
2404,Camisa_2404,142.45,69
2405,Relogio_2405,808.1,58
2406,Oculos_2406,416.67,71
2407,Bone_2407,444.77,64
2408,Bone_2408,390.87,38
2409,Jaqueta_2409,887.25,14
2410,Camisa_2410,239.41,51
2411,Mochila_2411,502.56,77
2412,Calca_2412,995.79,44
2413,Meia_2413,812.55,16
2414,Oculos_2414,320.98,90
2415,Oculos_2415,36.94,2
2416,Oculos_2416,465.76,31
2417,Relogio_2417,321.12,5
2418,Jaqueta_2418,646.84,55
2419,Relogio_2419,667.0,45
2420,Mochila_2420,195.86,81
2421,Mochila_2421,840.81,97
2422,Meia_2422,179.85,50
2423,Bone_2423,385.91,15
2424,Relogio_2424,989.24,4
2425,Jaqueta_2425,145.44,83
2426,Oculos_2426,446.22,15
2427,Bermuda_2427,80.79,3
2428,Calca_2428,321.53,36
2429,Bermuda_2429,258.21,14
2430,Jaqueta_2430,708.45,97
2431,Bermuda_2431,464.55,87
2432,Mochila_2432,244.78,92
2433,Meia_2433,283.99,72
2434,Tenis_2434,806.05,75
2435,Meia_2435,538.85,9
2436,Camisa_2436,581.33,3
2437,Bone_2437,927.28,31
2438,Mochila_2438,228.54,18
2439,Bone_2439,628.87,37
2440,Oculos_2440,794.01,73
2441,Bermuda_2441,124.36,36
2442,Bone_2442,343.51,58
2443,Bone_2443,520.11,86
2444,Calca_2444,512.5,5
2445,Calca_2445,638.94,84
2446,Meia_2446,838.71,54
2447,Relogio_2447,189.2,31
2448,Camisa_2448,359.87,62
2449,Meia_2449,970.46,53
2450,Meia_2450,606.01,45
2451,Bermuda_2451,944.04,29
2452,Calca_2452,695.93,35
2453,Tenis_2453,499.59,94
2454,Oculos_2454,669.17,31
2455,Mochila_2455,272.65,10
2456,Mochila_2456,104.63,99
2457,Camisa_2457,931.14,90
2458,Bermuda_2458,915.54,24
2459,Tenis_2459,818.01,58
2460,Camisa_2460,314.09,46
2461,Relogio_2461,984.86,85
2462,Jaqueta_2462,186.02,92
2463,Oculos_2463,978.09,44
2464,Oculos_2464,939.47,96
2465,Meia_2465,672.51,95
2466,Camisa_2466,434.91,51
2467,Camisa_2467,894.74,40
2468,Tenis_2468,250.99,6
2469,Relogio_2469,754.49,11
2470,Bermuda_2470,476.65,14
2471,Camisa_2471,546.71,3
2472,Calca_2472,831.13,85
2473,Mochila_2473,228.86,16
2474,Mochila_2474,877.16,46
2475,Meia_2475,286.47,56
2476,Bone_2476,155.71,97
2477,Calca_2477,23.78,65
2478,Camisa_2478,205.34,2
2479,Bermuda_2479,420.08,1
2480,Bermuda_2480,850.5,19
2481,Oculos_2481,939.02,65
2482,Mochila_2482,171.99,86
2483,Calca_2483,377.58,60
2484,Jaqueta_2484,533.12,61
2485,Oculos_2485,786.04,18
2486,Relogio_2486,311.43,53
2487,Calca_2487,742.33,94
2488,Calca_2488,772.71,69
2489,Calca_2489,195.29,97
2490,Bermuda_2490,188.05,82
2491,Camisa_2491,560.71,56
2492,Camisa_2492,379.69,3
2493,Relogio_2493,448.06,100
2494,Calca_2494,704.6,26
2495,Camisa_2495,983.91,91
2496,Camisa_2496,979.86,55
2497,Tenis_2497,755.83,67
2498,Camisa_2498,674.61,37
2499,Calca_2499,23.9,82
2500,Bone_2500,324.42,22
2501,Bermuda_2501,614.95,77
2502,Calca_2502,785.8,35
2503,Bermuda_2503,830.95,28
2504,Jaqueta_2504,487.6,2
2505,Tenis_2505,457.6,92
2506,Bermuda_2506,367.94,76
2507,Mochila_2507,47.67,36
2508,Relogio_2508,220.73,72
2509,Bone_2509,596.37,85
2510,Calca_2510,732.27,7
2511,Mochila_2511,242.37,32
2512,Camisa_2512,635.05,33
2513,Jaqueta_2513,79.12,32
2514,Mochila_2514,112.46,72
2515,Tenis_2515,631.41,98
2516,Meia_2516,327.85,77
2517,Camisa_2517,157.82,49
2518,Meia_2518,101.59,21
2519,Jaqueta_2519,380.49,93
2520,Bone_2520,159.27,28
2521,Oculos_2521,283.86,54
2522,Mochila_2522,227.75,53
2523,Mochila_2523,384.18,19
2524,Mochila_2524,813.29,43
2525,Oculos_2525,233.9,79
2526,Oculos_2526,963.08,18
2527,Camisa_2527,76.72,81
2528,Bone_2528,684.05,76
2529,Tenis_2529,733.24,67
2530,Meia_2530,406.92,33
2531,Calca_2531,613.29,93
2532,Calca_2532,693.98,98
2533,Mochila_2533,981.33,28
2534,Bermuda_2534,45.0,74
2535,Bermuda_2535,642.21,38
2536,Calca_2536,574.84,49
2537,Relogio_2537,658.94,26
2538,Bone_2538,535.04,86
2539,Calca_2539,890.24,81
2540,Jaqueta_2540,339.36,92
2541,Bermuda_2541,386.23,33
2542,Relogio_2542,364.68,42
2543,Bone_2543,801.75,7
2544,Tenis_2544,377.44,71
2545,Calca_2545,130.94,71
2546,Relogio_2546,299.57,6
2547,Oculos_2547,453.8,39
2548,Bermuda_2548,806.64,77
2549,Tenis_2549,888.67,89
2550,Bermuda_2550,864.58,2
2551,Calca_2551,548.79,12
2552,Relogio_2552,964.31,77
2553,Bermuda_2553,68.39,17
2554,Bone_2554,920.42,21
2555,Calca_2555,571.47,41
2556,Camisa_2556,787.96,46
2557,Calca_2557,937.68,37
2558,Tenis_2558,71.14,49
2559,Mochila_2559,178.11,86
2560,Bermuda_2560,156.39,97
2561,Camisa_2561,105.67,3
2562,Bone_2562,506.98,36
2563,Bermuda_2563,397.28,74
2564,Calca_2564,607.22,54
2565,Meia_2565,142.32,6
2566,Tenis_2566,404.58,50
2567,Mochila_2567,327.84,71
2568,Mochila_2568,536.6,9
2569,Mochila_2569,759.21,45
2570,Mochila_2570,756.94,96
2571,Camisa_2571,129.16,55
2572,Bone_2572,165.85,81
2573,Calca_2573,75.74,75
2574,Bone_2574,22.56,61
2575,Jaqueta_2575,210.77,97
2576,Bone_2576,496.99,80
2577,Bone_2577,464.34,35
2578,Jaqueta_2578,338.92,38
2579,Calca_2579,835.75,60
2580,Calca_2580,621.82,52
2581,Mochila_2581,145.32,92
2582,Jaqueta_2582,622.79,33
2583,Oculos_2583,342.04,37
2584,Bermuda_2584,572.16,28
2585,Camisa_2585,789.79,16
2586,Meia_2586,539.07,63
2587,Oculos_2587,682.82,79
2588,Tenis_2588,164.44,38
2589,Relogio_2589,885.63,68
2590,Camisa_2590,72.72,14
2591,Mochila_2591,239.44,41
2592,Bermuda_2592,575.18,29
2593,Meia_2593,15.68,9
2594,Jaqueta_2594,96.45,71
2595,Bone_2595,252.7,2
2596,Tenis_2596,316.48,90
2597,Calca_2597,573.36,56
2598,Relogio_2598,931.85,63
2599,Bermuda_2599,992.54,26
2600,Oculos_2600,290.22,63
2601,Bermuda_2601,130.87,92
2602,Oculos_2602,341.02,65
2603,Oculos_2603,692.41,45
2604,Relogio_2604,722.98,88
2605,Meia_2605,534.41,23
2606,Meia_2606,578.86,42
2607,Bone_2607,757.98,16
2608,Camisa_2608,578.17,66
2609,Bone_2609,519.95,61
2610,Oculos_2610,626.64,11
2611,Bone_2611,717.99,48
2612,Meia_2612,602.74,44
2613,Mochila_2613,612.42,15
2614,Camisa_2614,618.17,5
2615,Oculos_2615,864.93,65
2616,Bermuda_2616,454.53,66
2617,Tenis_2617,436.57,100
2618,Bermuda_2618,704.48,15
2619,Oculos_2619,804.43,41
2620,Jaqueta_2620,684.44,67
2621,Relogio_2621,157.53,2
2622,Meia_2622,92.57,33
2623,Jaqueta_2623,691.37,51
2624,Calca_2624,835.54,97
2625,Bone_2625,776.26,56
2626,Relogio_2626,313.67,84
2627,Bone_2627,143.23,30
2628,Relogio_2628,951.5,56
2629,Bone_2629,291.81,58
2630,Bone_2630,973.39,70
2631,Mochila_2631,468.55,57
2632,Calca_2632,74.77,91
2633,Calca_2633,905.76,73
2634,Oculos_2634,826.31,99
2635,Tenis_2635,873.85,58
2636,Mochila_2636,171.79,77
2637,Calca_2637,260.43,1
2638,Calca_2638,77.83,89
2639,Calca_2639,363.23,64
2640,Relogio_2640,258.01,81
2641,Meia_2641,861.55,49
2642,Meia_2642,319.38,79
2643,Tenis_2643,612.49,44
2644,Mochila_2644,606.85,14
2645,Meia_2645,543.68,73
2646,Bone_2646,351.25,13
2647,Oculos_2647,301.84,4
2648,Meia_2648,36.52,79
2649,Oculos_2649,451.81,36
2650,Meia_2650,549.38,84
2651,Bone_2651,778.8,49
2652,Bone_2652,540.19,44
2653,Bermuda_2653,510.5,18
2654,Bone_2654,556.18,41
2655,Relogio_2655,634.42,63
2656,Mochila_2656,227.97,32
2657,Relogio_2657,37.38,25
